Image Name,Generated Caption,224x224 Image Path
000020.jpg,"The person has long, wavy hair, a beard, and a mustache. They are wearing a plaid shirt. The face is slightly tilted, and the background",./experiments/prompt_1/000020.jpg
000021.jpg,"The image shows a person with short, light brown hair, wearing a dark suit and tie. The person has a slight smile, is looking slightly to the",./experiments/prompt_1/000021.jpg
000022.jpg,"Blonde woman with blue eyes, light makeup, wavy hair, slight smile, green top, left side of face visible, head slightly tilted.",./experiments/prompt_1/000022.jpg
000023.jpg,"The image shows a person with short, dark hair, a slight smile, and a clean-shaven face. They are wearing a blue and yellow racing suit",./experiments/prompt_1/000023.jpg
000024.jpg,"Blonde hair, light makeup, slight smile, earrings, blue and orange background, left side of face.",./experiments/prompt_1/000024.jpg
000025.jpg,"The image shows a man with short, light brown hair, a light beard, and a slight smile. He has a serious expression, and his eyes are looking",./experiments/prompt_1/000025.jpg
000026.jpg,"A woman with long dark hair, a serious expression, and a white shirt. She is looking directly at the camera.",./experiments/prompt_1/000026.jpg
000027.jpg,"The image shows a person with long, wavy brown hair, a slight smile, and a red top. The face is slightly tilted, and the background is",./experiments/prompt_1/000027.jpg
000028.jpg,"The image shows a person with light brown hair, smiling, and wearing a purple top. The background is light-colored.",./experiments/prompt_1/000028.jpg
000029.jpg,"Blonde woman with bangs, blue eyes, subtle smile, earrings, black top, left side of face, red and white background.",./experiments/prompt_1/000029.jpg
000030.jpg,"The person has short, light-colored hair, a serious expression, and is looking directly at the camera. The background is wooden.",./experiments/prompt_1/000030.jpg
000031.jpg,"The image shows a person with short, dark hair tied back, a slight smile, and a few freckles on the face. They are wearing a black top with",./experiments/prompt_1/000031.jpg
000032.jpg,"The person has short, light brown hair, a serious expression, and is wearing a dark suit, white shirt, and red tie. The background is blue with",./experiments/prompt_1/000032.jpg
000033.jpg,"The image shows a man with short, dark hair, a slight smile, and a slight stubble. He is wearing a black suit jacket and a white",./experiments/prompt_1/000033.jpg
000034.jpg,"The image shows a person with long, wavy brown hair, a serious expression, and minimal makeup. The face is centered, and the background is plain.",./experiments/prompt_1/000034.jpg
000035.jpg,"The image shows a person with dark hair, a serious expression, and minimal makeup. The hair is styled in loose waves, and the person is wearing a black",./experiments/prompt_1/000035.jpg
000036.jpg,"The image shows a person with short, dark hair, a light complexion, and a slight smile. They are wearing a white shirt and have a microphone in front",./experiments/prompt_1/000036.jpg
000037.jpg,"The image shows a person with short, dark hair, a beard, and a serious expression. They are wearing a black cap with a logo, a gray",./experiments/prompt_1/000037.jpg
000038.jpg,"The image shows a smiling man with short, dark hair, wearing a black shirt. He has a light complexion, a prominent nose, and a slight smile.",./experiments/prompt_1/000038.jpg
000039.jpg,"The image shows a person with dark hair, wearing earrings, and a light-colored top. The person is smiling and looking slightly to the side.",./experiments/prompt_1/000039.jpg
000040.jpg,"The image shows a person with dark hair styled in an updo, wearing large, round earrings. The person has a neutral expression, with slightly downcast eyes",./experiments/prompt_1/000040.jpg
000041.jpg,"The image shows a person with long, dark hair styled in a braid, wearing sunglasses on the head. The person has a slight smile, is looking slightly to",./experiments/prompt_1/000041.jpg
000042.jpg,"The image shows a person with light brown hair styled in loose waves, wearing a black top. They have a subtle smile, blue eyes, and are wearing",./experiments/prompt_1/000042.jpg
000043.jpg,"The image shows a person with long, wavy brown hair, wearing gold earrings, and a subtle smile. The face is centered, and the background is",./experiments/prompt_1/000043.jpg
000044.jpg,"The image shows a person with curly hair, wearing a pink top, and holding pink flowers. The person has a neutral expression, with a slight smile, and",./experiments/prompt_1/000044.jpg
000045.jpg,"The image shows a person with long, wavy brown hair, a warm smile, and a slight smile. They have a nose piercing and are wearing a black",./experiments/prompt_1/000045.jpg
000046.jpg,"The image shows a person with short black hair, a slight smile, and minimal makeup. They are wearing a black top and have a black hair accessory. The",./experiments/prompt_1/000046.jpg
000047.jpg,"The image shows a person with long, dark hair, wearing hoop earrings, and a subtle smile. The face is slightly tilted, and the background is plain",./experiments/prompt_1/000047.jpg
000048.jpg,"The image shows a person with dark hair, a serious expression, and a slight smile. They are wearing a dark suit and tie, with a dark background.",./experiments/prompt_1/000048.jpg
000049.jpg,"The image shows a middle-aged man with short, light-colored hair, a slight beard, and a serious expression. He is wearing a dark shirt and",./experiments/prompt_1/000049.jpg
000050.jpg,"The image shows a smiling man with dark hair, wearing a dark suit and a blue shirt. He has a slight smile, and his eyes are looking directly at",./experiments/prompt_1/000050.jpg
000051.jpg,"The image shows an elderly man with a bald head, short white hair, and a mustache. He has a slight smile and is wearing a black shirt. The",./experiments/prompt_1/000051.jpg
000052.jpg,"The image shows a person with short, dark hair, a light beard, and a mustache. They have a slight smile, are wearing a black leather jacket,",./experiments/prompt_1/000052.jpg
000053.jpg,"The person has dark hair, wears sunglasses, and has a neutral expression. The face is slightly tilted, and the background is blurred.",./experiments/prompt_1/000053.jpg
000054.jpg,"Blonde woman with wavy hair, smiling, wearing a white top, outdoors, natural lighting, green leaves in background.",./experiments/prompt_1/000054.jpg
000055.jpg,"The image shows a man with dark hair, a slight smile, and a serious expression. He is wearing a black suit, white shirt, and red tie.",./experiments/prompt_1/000055.jpg
000056.jpg,"The image shows a person with dark hair, a serious expression, and a slight smile. They have a nose piercing and are wearing a black shirt. The face",./experiments/prompt_1/000056.jpg
000057.jpg,"The image shows a person with dark hair styled in a sleek updo, wearing large, dangling earrings. The person has a neutral expression, with a slight",./experiments/prompt_1/000057.jpg
000058.jpg,"The image shows a person with long, dark hair styled in loose waves, wearing makeup including eyeliner, mascara, and nude lipstick. The person has a neutral",./experiments/prompt_1/000058.jpg
000059.jpg,"The image shows a person with long, dark hair styled in loose waves, wearing hoop earrings. The person has a neutral expression, with slightly parted lips and",./experiments/prompt_1/000059.jpg
000060.jpg,"The person has short, dark hair, a mustache, and a goatee. They are wearing a patterned headscarf and a blue shirt. The face is slightly",./experiments/prompt_1/000060.jpg
000061.jpg,"The image shows a person with curly hair, a light complexion, and a neutral expression. They are wearing a dark blue shirt and have a small earring in their",./experiments/prompt_1/000061.jpg
000062.jpg,"The image shows a person with long, straight hair, bangs, and a slight smile. They have a small nose piercing and are wearing minimal makeup. The face",./experiments/prompt_1/000062.jpg
000063.jpg,"Blonde woman with wavy hair, smiling, wearing a black top, indoors, face centered.",./experiments/prompt_1/000063.jpg
000064.jpg,"The image shows a person with short, dark hair, a slight beard, and a light skin tone. They have a neutral expression, are looking directly at the",./experiments/prompt_1/000064.jpg
000065.jpg,"The image shows a person with short, spiky black hair, a slight smile, and a light complexion. They are wearing a green shirt and have a neutral",./experiments/prompt_1/000065.jpg
000066.jpg,"The image shows a person with dark hair styled in a half-up, half-down hairstyle. They have a slight smile, red lipstick, and large hoop",./experiments/prompt_1/000066.jpg
000067.jpg,"The person has short, light brown hair, a serious expression, and is holding a cigarette. The face is slightly tilted, and the background is blurred.",./experiments/prompt_1/000067.jpg
000068.jpg,"The image shows an older man with gray hair, wearing a black hat and a brown jacket. He has a slight smile, and his eyes are looking slightly to",./experiments/prompt_1/000068.jpg
000069.jpg,"The image shows a person with short, dark hair, a light beard, and a slight smile. They are wearing a dark jacket over a light blue shirt.",./experiments/prompt_1/000069.jpg
000070.jpg,"The image shows a person with short, dark hair, a light complexion, and a slight smile. They are wearing a dark suit jacket and a light blue",./experiments/prompt_1/000070.jpg
000071.jpg,"Blonde hair, bangs, subtle smile, blue eyes, earrings, black dress, slight smile, left side of face, right side of image.",./experiments/prompt_1/000071.jpg
000072.jpg,"The image shows a smiling man with short black hair, wearing a dark suit, white shirt, and blue tie. He has a slight smile, and his eyes",./experiments/prompt_1/000072.jpg
000073.jpg,"The image shows a person with long, wavy dark hair, a serious expression, and subtle makeup. They are wearing a pair of large, dangling earrings.",./experiments/prompt_1/000073.jpg
000074.jpg,"The image shows a person with a black top hat, a white and black checkered shirt, and a ring on the left hand. The person has long,",./experiments/prompt_1/000074.jpg
000075.jpg,"The image shows a person with red hair styled in curls, wearing a white hair accessory. They have a serious expression, with dark makeup, including red lipstick.",./experiments/prompt_1/000075.jpg
000076.jpg,"The person has long, dark hair, a beard, and a slight smile. They are wearing a dark-colored shirt. The background includes a green and white",./experiments/prompt_1/000076.jpg
000077.jpg,"The image shows a person with dark hair styled in loose waves, wearing a light-colored top. The person has a slight smile, is looking directly at the",./experiments/prompt_1/000077.jpg
000078.jpg,"The image shows a person with long, dark hair styled in a high ponytail, wearing a green top. The person has a neutral expression, with makeup including red",./experiments/prompt_1/000078.jpg
000079.jpg,"The image shows a bald man with a slight smile, wearing a black shirt. He has a clean-shaven face, no visible accessories, and is looking",./experiments/prompt_1/000079.jpg
000080.jpg,"The image shows a person with short, dark hair, a slight smile, and a serious expression. They are wearing a green shirt and a brown jacket. The",./experiments/prompt_1/000080.jpg
000081.jpg,"The image shows a smiling man with dark, slightly wavy hair, wearing a black shirt. He has a light complexion, dark eyes, and a small nose.",./experiments/prompt_1/000081.jpg
000082.jpg,"The image shows a person with short, dark hair, a slight smile, and a green shirt. The background is blurred greenery.",./experiments/prompt_1/000082.jpg
000083.jpg,"The image shows a person with long, wavy brown hair, a slight smile, and a neutral expression. They have a nose piercing and are wearing a necklace.",./experiments/prompt_1/000083.jpg
000084.jpg,"The image shows a person with short, curly gray hair, wearing large, dangling earrings. The person has a neutral expression, with slightly downturned lips.",./experiments/prompt_1/000084.jpg
000085.jpg,"The person has long, wavy red hair, a neutral expression, and is wearing a necklace. The face is centered in the image.",./experiments/prompt_1/000085.jpg
000086.jpg,"A person with light brown hair tied back, making a kissing face, wearing a pink top and a gold necklace. Face is centered, looking slightly to the",./experiments/prompt_1/000086.jpg
000087.jpg,"The image shows a person with dark hair, wearing a headband, smiling, and looking slightly to the right.",./experiments/prompt_1/000087.jpg
000088.jpg,"The image shows a person with long, wavy brown hair, wearing a purple choker. The person has a neutral expression, with slightly parted lips and a hint",./experiments/prompt_1/000088.jpg
000089.jpg,"The image shows a person with curly hair, a serious expression, and a slight smile. They have a mole on their left cheek and are wearing earrings. The",./experiments/prompt_1/000089.jpg
000090.jpg,"The image shows a person with short, light brown hair, green eyes, and a neutral expression. They are wearing a white shirt with a black stripe on the",./experiments/prompt_1/000090.jpg
000091.jpg,"The image shows a person with dark hair, a serious expression, and a slight frown. They are wearing a dark suit, white shirt, and patterned",./experiments/prompt_1/000091.jpg
000092.jpg,"The image shows a person with short, wavy blonde hair, a slight smile, and a neutral expression. They are wearing a patterned top and have a slight blush",./experiments/prompt_1/000092.jpg
000093.jpg,"A woman with long, straight brown hair, wearing sunglasses, and a serious expression. She has a necklace and is positioned slightly to the right of the center.",./experiments/prompt_1/000093.jpg
000094.jpg,"Blonde woman with bangs, smiling, wearing earrings, light makeup, white top, left side of face visible, background text.",./experiments/prompt_1/000094.jpg
000095.jpg,"A person with short, light brown hair, wearing a white visor, has a surprised or shocked expression. The face is slightly tilted, and the background is",./experiments/prompt_1/000095.jpg
000096.jpg,"The image shows a person with curly hair, dark eyes, and a neutral expression. The person is wearing a dark-colored top. The face is centered in",./experiments/prompt_1/000096.jpg
000097.jpg,"The image shows a person with light brown hair, blue eyes, and a serious expression. They have a small earring in their left ear and are looking directly at",./experiments/prompt_1/000097.jpg
000098.jpg,"The image shows a person with long, wavy dark hair, a serious expression, and dark makeup. They are wearing a blue choker necklace. The face is centered",./experiments/prompt_1/000098.jpg
000099.jpg,"The image shows a person with long, wavy brown hair, a slight smile, and a natural makeup look. The background is red with black shapes.",./experiments/prompt_1/000099.jpg
000100.jpg,"The image shows a person with light brown hair styled in an updo, wearing red lipstick, and a subtle smile. The background is black with white and yellow",./experiments/prompt_1/000100.jpg
