Image Name,Generated Caption,224x224 Image Path
000016.jpg,"A man with short, dark hair and a slight smile is looking directly at the camera. He appears to be indoors, with a blurred background that suggests a public or semi-public space.",./output_image/snoopy_000016.jpg
000017.jpg,A person holding a medal.,./output_image/snoopy_000017.jpg
000018.jpg,The image shows a person with blonde hair wearing a leopard print scarf and earrings. The background is white with some text partially visible.,./output_image/snoopy_000018.jpg
000019.jpg,"The image shows a person with long, wavy blonde hair. The background appears to be outdoors with some greenery.",./output_image/snoopy_000019.jpg
000020.jpg,"The image shows a person with long, wavy hair and a beard. The person is wearing a dark-colored shirt with a pattern. The background is dark, and the person appears to be in a stage or performance setting.",./output_image/snoopy_000020.jpg
000021.jpg,"A man in a suit with a tie, sitting in front of a blue background.",./output_image/snoopy_000021.jpg
000022.jpg,The image shows a person with blonde hair wearing a bright yellow top. The background is plain and light-colored.,./output_image/snoopy_000022.jpg
000023.jpg,"The image shows a person with short, dark hair, wearing a blue and yellow racing suit. The background is blurred with some blue and pink colors.",./output_image/snoopy_000023.jpg
000024.jpg,The image shows a person with blonde hair. The background is a mix of blue and orange colors. The person is wearing a sleeveless top.,./output_image/snoopy_000024.jpg
000025.jpg,"A man with short hair and a serious expression is looking directly at the camera. He is wearing a dark jacket over a light-colored shirt. The background is a plain, textured wall.",./output_image/snoopy_000025.jpg
000026.jpg,A person is standing against a wall with some red marks on it. The person is wearing a white shirt. There are buildings in the background.,./output_image/snoopy_000026.jpg
000027.jpg,"The image shows a person with long, dark hair. The hair is styled in a way that it falls over the shoulders. The person is wearing a red top. The background is a plain, dark color.",./output_image/snoopy_000027.jpg
000028.jpg,"The image shows a person with shoulder-length, wavy hair. The background is a gradient of light colors, possibly indicating a soft, pastel theme. The person is wearing a purple top.",./output_image/snoopy_000028.jpg
000029.jpg,The image shows a person with blonde hair wearing a black outfit. The background includes a logo with the text 'M' and 'MGM' in orange and white colors.,./output_image/snoopy_000029.jpg
000030.jpg,"The image shows a person with short, light-colored hair, wearing a dark-colored shirt. The background appears to be a wooden wall.",./output_image/snoopy_000030.jpg
000031.jpg,A person is shown in the image.,./output_image/snoopy_000031.jpg
000032.jpg,"The image shows a person with short, light-colored hair wearing a dark suit, white shirt, and red tie. The background is blue with some text and logos partially visible.",./output_image/snoopy_000032.jpg
000033.jpg,"The image shows a man with short, dark hair and a slight smile. He is wearing a black suit jacket over a white shirt. The background appears to be a dark, possibly black, backdrop with some text and a palm tree design.",./output_image/snoopy_000033.jpg
000034.jpg,"The image shows a person with long, wavy brown hair. The background is a plain, neutral color.",./output_image/snoopy_000034.jpg
000035.jpg,"The image shows a person with dark hair, wearing a black top. The background is a solid green color. The person has a serious expression and is looking directly at the camera.",./output_image/snoopy_000035.jpg
000036.jpg,"The image shows a person with a blurred face, wearing a white shirt, speaking into a microphone. The background appears to be an outdoor setting with blurred figures, possibly in a stadium or public event.",./output_image/snoopy_000036.jpg
000037.jpg,"The image shows a person wearing a black cap with a logo on it. The background is blurred, suggesting the photo was taken in a stadium or sports arena.",./output_image/snoopy_000037.jpg
000038.jpg,"The image shows a man with short, dark hair and a slight smile. He is wearing a dark shirt and has a light background with some text that is partially visible.",./output_image/snoopy_000038.jpg
000039.jpg,"The image shows a person with dark hair, wearing a white and yellow outfit, possibly a cheerleader uniform, with a blurred background that suggests a sports event.",./output_image/snoopy_000039.jpg
000040.jpg,"The image shows a person with their face blurred out. The person has dark hair styled in an updo and is wearing large, dangling earrings. The background appears to be a plain, light-colored wall.",./output_image/snoopy_000040.jpg
000041.jpg,"The image shows a person with long, dark hair tied back, wearing a black shirt. The background is blurred, but there are hints of orange and white colors.",./output_image/snoopy_000041.jpg
000042.jpg,"The image shows a person with long, wavy hair that is blonde with darker roots. The person is wearing a black outfit with a high neckline. The background is blurred with an orange and black color scheme.",./output_image/snoopy_000042.jpg
000043.jpg,"The image shows a person with long, dark hair, wearing earrings. The background is blurred, but there are some light-colored lines and shapes visible.",./output_image/snoopy_000043.jpg
000044.jpg,"The image shows a person with curly hair, wearing a pink top, surrounded by pink flowers. The background appears to be a gray wall.",./output_image/snoopy_000044.jpg
000045.jpg,"The image shows a person with long, wavy brown hair. The background is dark with some text and logos visible. The person is wearing a dark-colored top.",./output_image/snoopy_000045.jpg
000046.jpg,"The image shows a person with a blurred face, wearing a black top. The background appears to be a plain wall with a black and white design.",./output_image/snoopy_000046.jpg
000047.jpg,A person with long dark hair is shown.,./output_image/snoopy_000047.jpg
000048.jpg,"The image shows a person with dark hair, wearing a dark suit with a white shirt. The background is dark, and the lighting highlights the person's hair and the contours of their face.",./output_image/snoopy_000048.jpg
000049.jpg,A man with a bald head and a serious expression.,./output_image/snoopy_000049.jpg
000050.jpg,"The image shows a man with dark hair, wearing a dark suit and a blue shirt. He is smiling and looking directly at the camera. The background is dark, and there are some indistinct lights and possibly other people in the background.",./output_image/snoopy_000050.jpg
000051.jpg,"The image shows a man with a bald head and a mustache, wearing a black shirt. He is standing in front of a backdrop that includes the text 'THE EMPIRE HOTEL' and other partially visible logos and text.",./output_image/snoopy_000051.jpg
000052.jpg,"The image shows a person with short, dark hair wearing a black leather jacket over a light-colored shirt. The background is a plain, light-colored wall.",./output_image/snoopy_000052.jpg
000053.jpg,A person wearing sunglasses and a dark jacket.,./output_image/snoopy_000053.jpg
000054.jpg,"The image shows a person with blonde hair, wearing a light-colored top. The background is blurred with green foliage.",./output_image/snoopy_000054.jpg
000055.jpg,"The image shows a man with dark hair, wearing a black suit, white shirt, and red tie. He is standing in front of a dark background with vertical lines.",./output_image/snoopy_000055.jpg
000056.jpg,A person with dark hair and a black shirt.,./output_image/snoopy_000056.jpg
000057.jpg,"The image shows a person with dark hair styled in a sleek, pulled-back manner. The person is wearing a light-colored, possibly white, top with a strap visible. The background is plain and light-colored, providing a neutral backdrop.",./output_image/snoopy_000057.jpg
000058.jpg,"The image shows a person with long, dark hair. The background appears to be a red carpet event with some logos and text visible.",./output_image/snoopy_000058.jpg
000059.jpg,The image shows a person with dark hair styled in loose waves. The person is wearing a black top and has a serious expression. The background appears to be a red wall with some indistinct objects.,./output_image/snoopy_000059.jpg
000060.jpg,The image shows a person wearing a colorful headscarf and a patterned shirt. The background appears to be indoors with some furniture visible.,./output_image/snoopy_000060.jpg
000061.jpg,"The image shows a person with curly hair wearing a dark-colored shirt. The background is a plain, light-colored wall.",./output_image/snoopy_000061.jpg
000062.jpg,"A person with long hair and bangs, wearing a black top.",./output_image/snoopy_000062.jpg
000063.jpg,A person with blonde hair is shown in the image.,./output_image/snoopy_000063.jpg
000064.jpg,A man with short brown hair and a beard is smiling. He is wearing a brown jacket over a blue shirt. The background appears to be outdoors with a blurred view of a landscape.,./output_image/snoopy_000064.jpg
000065.jpg,"A person with short, spiky hair is shown.",./output_image/snoopy_000065.jpg
000066.jpg,"A person with dark hair, wearing a light-colored top and a large hoop earring. The background is blurred, suggesting a public or social setting.",./output_image/snoopy_000066.jpg
000067.jpg,"The image shows a person with short, light brown hair, wearing a dark jacket over a light-colored shirt. The person is holding a cigarette in their right hand, which is extended towards the camera. The background appears to be an indoor setting with a",./output_image/snoopy_000067.jpg
000068.jpg,The image shows a person wearing a black hat and a dark scarf. The background appears to be indoors with some blurred lights and possibly a window or glass panel.,./output_image/snoopy_000068.jpg
000069.jpg,"The image shows a man with dark hair, wearing a dark jacket over a light blue shirt. He is standing in front of a backdrop with the text 'ELLE STYLIST AWARDS 2009'. The man is looking upwards and to the",./output_image/snoopy_000069.jpg
000070.jpg,"The image shows a man with dark hair, wearing a dark suit and a light blue shirt. He appears to be in a formal setting, possibly at an event or a meeting. The background is blurred, but it seems to be an outdoor or semi",./output_image/snoopy_000070.jpg
000071.jpg,"The image shows a person with blonde hair, wearing a strapless dress and large, dangling earrings. The background appears to be a public event with a yellow backdrop and some people in the background.",./output_image/snoopy_000071.jpg
000072.jpg,"The image shows a man with short black hair, wearing a dark suit, white shirt, and a blue tie. He is smiling and looking directly at the camera. The background appears to be an indoor setting with a light-colored wall and a decorative element",./output_image/snoopy_000072.jpg
000073.jpg,"The image shows a person with long, dark hair styled in loose waves. The person is wearing a light-colored, possibly white, top. The background is dark, suggesting the photo was taken indoors or at night.",./output_image/snoopy_000073.jpg
000074.jpg,The image shows a person wearing a black top hat and a white and black patterned outfit. The person is holding their hand near their face.,./output_image/snoopy_000074.jpg
000075.jpg,"The image shows a person with a blurred face, wearing a black top. The background appears to be a green curtain or drape.",./output_image/snoopy_000075.jpg
000076.jpg,"The image shows a person with long hair, wearing a dark-colored shirt. The background includes a green and white logo with the text 'ch' visible.",./output_image/snoopy_000076.jpg
000077.jpg,"The image shows a person with dark hair styled in loose waves. The background is blurred, and the lighting suggests it might be taken outdoors or in a well-lit indoor setting.",./output_image/snoopy_000077.jpg
000078.jpg,"The image shows a person with long, dark hair. The background appears to be a textured, orange-colored surface. The person is wearing a green top.",./output_image/snoopy_000078.jpg
000079.jpg,"The image shows a man with a bald head and a slight smile, wearing a black shirt with a collar. He is standing in front of a background that has a red and white checkered pattern with the text 'BILLA' and 'verizon",./output_image/snoopy_000079.jpg
000080.jpg,"The image shows a man with dark hair, wearing a brown jacket over a green shirt. The background is a gradient of light blue to white. The man's face is blurred, and there is a signature in the top right corner that reads 'Fred Mac",./output_image/snoopy_000080.jpg
000081.jpg,"The image shows a person with dark hair, wearing a dark-colored shirt. The background is dark, making it difficult to discern any specific details.",./output_image/snoopy_000081.jpg
000082.jpg,"The image shows a man with dark hair, wearing a dark green shirt. He has a slight smile and is looking directly at the camera. The background appears to be a blurred natural setting, possibly a garden or forest.",./output_image/snoopy_000082.jpg
000083.jpg,"The image shows a person with shoulder-length, wavy brown hair. The background is a light color with some text visible.",./output_image/snoopy_000083.jpg
000084.jpg,"A person with short, curly hair wearing a purple top and large, dangling earrings.",./output_image/snoopy_000084.jpg
000085.jpg,"The image shows a person with long, wavy, reddish-brown hair. The person is wearing a light-colored top with a shiny, possibly metallic, texture. The background appears to be a blurred setting with some text and logos, suggesting it might",./output_image/snoopy_000085.jpg
000086.jpg,The image shows a person with their face blurred out. The person is wearing a pink top and has a flower in their hair. The background is plain and light-colored.,./output_image/snoopy_000086.jpg
000087.jpg,A person with a blurred face is shown. The background appears to be indoors with some people visible.,./output_image/snoopy_000087.jpg
000088.jpg,"The image shows a person with long, wavy brown hair wearing a purple choker necklace. The background is a light blue color.",./output_image/snoopy_000088.jpg
000089.jpg,"The image shows a person with curly hair. The hair appears to be a mix of dark and light colors, possibly indicating a natural hair color with highlights. The person is wearing a black top, and the background is blurred, making it difficult to discern",./output_image/snoopy_000089.jpg
000090.jpg,"The image shows a person with short, light brown hair wearing a white shirt with a black stripe on the left side. The background is a solid green color.",./output_image/snoopy_000090.jpg
000091.jpg,"The image shows a person with dark hair, wearing a dark suit with a white shirt and a patterned tie. The background includes various logos and text, such as 'VISION' and 'Guitar Hero'.",./output_image/snoopy_000091.jpg
000092.jpg,"The image shows a person with blonde hair, wearing a patterned top. The background includes a banner with the text 'COLLEGE TELEVISION AWARDS' and some other partially visible text.",./output_image/snoopy_000092.jpg
000093.jpg,A person with long hair wearing sunglasses.,./output_image/snoopy_000093.jpg
000094.jpg,The image shows a person with blonde hair wearing a light-colored outfit. The background includes a banner with the text 'HUMAN RIGHTS CAMPAIGNS' and some other partially visible text and logos.,./output_image/snoopy_000094.jpg
000095.jpg,The image shows a person wearing a white headband and a white shirt. The background appears to be a blue building with vertical lines.,./output_image/snoopy_000095.jpg
000096.jpg,A person with curly hair is shown in the image.,./output_image/snoopy_000096.jpg
000097.jpg,"The image shows a person with long, wavy hair. The hair is a mix of brown and blonde colors. The person is holding their hand near their face, with fingers slightly curled. The background is plain and light-colored, and there is a",./output_image/snoopy_000097.jpg
000098.jpg,"The image shows a person with long, dark hair. The background is a warm, orange color with a textured pattern. The person is wearing a dark-colored top.",./output_image/snoopy_000098.jpg
000099.jpg,"The image shows a person with long, wavy hair. The hair is brown with lighter highlights, and it appears to be styled in loose waves. The person is wearing a dark-colored top. The background is red with some black shapes, possibly indicating",./output_image/snoopy_000099.jpg
000100.jpg,"The image shows a person with a blurred face, standing in front of a black background with some text and logos. The text includes 'AFI' and 'SAW'. The person has light-colored hair styled in an updo.",./output_image/snoopy_000100.jpg
