Image Name,Generated Caption,224x224 Image Path
000034.jpg,"The image shows a person with long, wavy brown hair. The background is a plain, neutral color.",./experiments/prompt_0/000034.jpg
000035.jpg,"The image shows a person with dark hair, wearing a black top. The background is a solid green color. The person has a serious expression and is looking directly at the camera.",./experiments/prompt_0/000035.jpg
000036.jpg,"The image shows a person with a blurred face, wearing a white shirt, speaking into a microphone. The background appears to be an outdoor setting with blurred figures, possibly in a stadium or public event.",./experiments/prompt_0/000036.jpg
000037.jpg,"The image shows a person wearing a black cap with a logo on it. The background is blurred, suggesting the photo was taken in a stadium or sports arena.",./experiments/prompt_0/000037.jpg
000038.jpg,"The image shows a man with short, dark hair and a slight smile. He is wearing a dark shirt and has a light background with some text that is partially visible.",./experiments/prompt_0/000038.jpg
000039.jpg,"The image shows a person with dark hair, wearing a white and yellow outfit, possibly a cheerleader uniform, with a blurred background that suggests a sports event.",./experiments/prompt_0/000039.jpg
000040.jpg,"The image shows a person with their face blurred out. The person has dark hair styled in an updo and is wearing large, dangling earrings. The background appears to be a plain, light-colored wall.",./experiments/prompt_0/000040.jpg
000041.jpg,"The image shows a person with long, dark hair tied back, wearing a black shirt. The background is blurred, but there are hints of orange and white colors.",./experiments/prompt_0/000041.jpg
000042.jpg,"The image shows a person with long, wavy hair that is blonde with darker roots. The person is wearing a black outfit with a high neckline. The background is blurred with an orange and black color scheme.",./experiments/prompt_0/000042.jpg
000043.jpg,"The image shows a person with long, dark hair, wearing earrings. The background is blurred, but there are some light-colored lines and shapes visible.",./experiments/prompt_0/000043.jpg
000044.jpg,"The image shows a person with curly hair, wearing a pink top, surrounded by pink flowers. The background appears to be a gray wall.",./experiments/prompt_0/000044.jpg
000045.jpg,"The image shows a person with long, wavy brown hair. The background is dark with some text and logos visible. The person is wearing a dark-colored top.",./experiments/prompt_0/000045.jpg
000046.jpg,"The image shows a person with a blurred face, wearing a black top. The background appears to be a plain wall with a black and white design.",./experiments/prompt_0/000046.jpg
000047.jpg,A person with long dark hair is shown.,./experiments/prompt_0/000047.jpg
000048.jpg,"The image shows a person with dark hair, wearing a dark suit with a white shirt. The background is dark, and the lighting highlights the person's hair and the contours of their face.",./experiments/prompt_0/000048.jpg
000049.jpg,A man with a bald head and a serious expression.,./experiments/prompt_0/000049.jpg
000050.jpg,"The image shows a man with dark hair, wearing a dark suit and a blue shirt. He is smiling and looking directly at the camera. The background is dark, and there are some indistinct lights and possibly other people in the background.",./experiments/prompt_0/000050.jpg
000051.jpg,"The image shows a man with a bald head and a mustache, wearing a black shirt. He is standing in front of a backdrop that includes the text 'THE EMPIRE HOTEL' and other partially visible logos and text.",./experiments/prompt_0/000051.jpg
000052.jpg,"The image shows a person with short, dark hair wearing a black leather jacket over a light-colored shirt. The background is a plain, light-colored wall.",./experiments/prompt_0/000052.jpg
000053.jpg,A person wearing sunglasses and a dark jacket.,./experiments/prompt_0/000053.jpg
000054.jpg,"The image shows a person with blonde hair, wearing a light-colored top. The background is blurred with green foliage.",./experiments/prompt_0/000054.jpg
000055.jpg,"The image shows a man with dark hair, wearing a black suit, white shirt, and red tie. He is standing in front of a dark background with vertical lines.",./experiments/prompt_0/000055.jpg
000056.jpg,A person with dark hair and a black shirt.,./experiments/prompt_0/000056.jpg
000057.jpg,"The image shows a person with dark hair styled in a sleek, pulled-back manner. The person is wearing a light-colored, possibly white, top with a strap visible. The background is plain and light-colored, providing a neutral backdrop.",./experiments/prompt_0/000057.jpg
000058.jpg,"The image shows a person with long, dark hair. The background appears to be a red carpet event with some logos and text visible.",./experiments/prompt_0/000058.jpg
000059.jpg,The image shows a person with dark hair styled in loose waves. The person is wearing a black top and has a serious expression. The background appears to be a red wall with some indistinct objects.,./experiments/prompt_0/000059.jpg
000060.jpg,The image shows a person wearing a colorful headscarf and a patterned shirt. The background appears to be indoors with some furniture visible.,./experiments/prompt_0/000060.jpg
000061.jpg,"The image shows a person with curly hair wearing a dark-colored shirt. The background is a plain, light-colored wall.",./experiments/prompt_0/000061.jpg
000062.jpg,"A person with long hair and bangs, wearing a black top.",./experiments/prompt_0/000062.jpg
000063.jpg,A person with blonde hair is shown in the image.,./experiments/prompt_0/000063.jpg
000064.jpg,A man with short brown hair and a beard is smiling. He is wearing a brown jacket over a blue shirt. The background appears to be outdoors with a blurred view of a landscape.,./experiments/prompt_0/000064.jpg
000065.jpg,"A person with short, spiky hair is shown.",./experiments/prompt_0/000065.jpg
000066.jpg,"A person with dark hair, wearing a light-colored top and a large hoop earring. The background is blurred, suggesting a public or social setting.",./experiments/prompt_0/000066.jpg
000067.jpg,"The image shows a person with short, light brown hair, wearing a dark jacket over a light-colored shirt. The person is holding a cigarette in their right hand, which is extended towards the camera. The background appears to be an indoor setting with a",./experiments/prompt_0/000067.jpg
000068.jpg,The image shows a person wearing a black hat and a dark scarf. The background appears to be indoors with some blurred lights and possibly a window or glass panel.,./experiments/prompt_0/000068.jpg
000069.jpg,"The image shows a man with dark hair, wearing a dark jacket over a light blue shirt. He is standing in front of a backdrop with the text 'ELLE STYLIST AWARDS 2009'. The man is looking upwards and to the",./experiments/prompt_0/000069.jpg
000070.jpg,"The image shows a man with dark hair, wearing a dark suit and a light blue shirt. He appears to be in a formal setting, possibly at an event or a meeting. The background is blurred, but it seems to be an outdoor or semi",./experiments/prompt_0/000070.jpg
000071.jpg,"The image shows a person with blonde hair, wearing a strapless dress and large, dangling earrings. The background appears to be a public event with a yellow backdrop and some people in the background.",./experiments/prompt_0/000071.jpg
000072.jpg,"The image shows a man with short black hair, wearing a dark suit, white shirt, and a blue tie. He is smiling and looking directly at the camera. The background appears to be an indoor setting with a light-colored wall and a decorative element",./experiments/prompt_0/000072.jpg
000073.jpg,"The image shows a person with long, dark hair styled in loose waves. The person is wearing a light-colored, possibly white, top. The background is dark, suggesting the photo was taken indoors or at night.",./experiments/prompt_0/000073.jpg
000074.jpg,The image shows a person wearing a black top hat and a white and black patterned outfit. The person is holding their hand near their face.,./experiments/prompt_0/000074.jpg
000075.jpg,"The image shows a person with a blurred face, wearing a black top. The background appears to be a green curtain or drape.",./experiments/prompt_0/000075.jpg
000076.jpg,"The image shows a person with long hair, wearing a dark-colored shirt. The background includes a green and white logo with the text 'ch' visible.",./experiments/prompt_0/000076.jpg
000077.jpg,"The image shows a person with dark hair styled in loose waves. The background is blurred, and the lighting suggests it might be taken outdoors or in a well-lit indoor setting.",./experiments/prompt_0/000077.jpg
000078.jpg,"The image shows a person with long, dark hair. The background appears to be a textured, orange-colored surface. The person is wearing a green top.",./experiments/prompt_0/000078.jpg
000079.jpg,"The image shows a man with a bald head and a slight smile, wearing a black shirt with a collar. He is standing in front of a background that has a red and white checkered pattern with the text 'BILLA' and 'verizon",./experiments/prompt_0/000079.jpg
000080.jpg,"The image shows a man with dark hair, wearing a brown jacket over a green shirt. The background is a gradient of light blue to white. The man's face is blurred, and there is a signature in the top right corner that reads 'Fred Mac",./experiments/prompt_0/000080.jpg
000081.jpg,"The image shows a person with dark hair, wearing a dark-colored shirt. The background is dark, making it difficult to discern any specific details.",./experiments/prompt_0/000081.jpg
000082.jpg,"The image shows a man with dark hair, wearing a dark green shirt. He has a slight smile and is looking directly at the camera. The background appears to be a blurred natural setting, possibly a garden or forest.",./experiments/prompt_0/000082.jpg
000083.jpg,"The image shows a person with shoulder-length, wavy brown hair. The background is a light color with some text visible.",./experiments/prompt_0/000083.jpg
000084.jpg,"A person with short, curly hair wearing a purple top and large, dangling earrings.",./experiments/prompt_0/000084.jpg
000085.jpg,"The image shows a person with long, wavy, reddish-brown hair. The person is wearing a light-colored top with a shiny, possibly metallic, texture. The background appears to be a blurred setting with some text and logos, suggesting it might",./experiments/prompt_0/000085.jpg
000086.jpg,The image shows a person with their face blurred out. The person is wearing a pink top and has a flower in their hair. The background is plain and light-colored.,./experiments/prompt_0/000086.jpg
000087.jpg,A person with a blurred face is shown. The background appears to be indoors with some people visible.,./experiments/prompt_0/000087.jpg
000088.jpg,"The image shows a person with long, wavy brown hair wearing a purple choker necklace. The background is a light blue color.",./experiments/prompt_0/000088.jpg
000089.jpg,"The image shows a person with curly hair. The hair appears to be a mix of dark and light colors, possibly indicating a natural hair color with highlights. The person is wearing a black top, and the background is blurred, making it difficult to discern",./experiments/prompt_0/000089.jpg
000090.jpg,"The image shows a person with short, light brown hair wearing a white shirt with a black stripe on the left side. The background is a solid green color.",./experiments/prompt_0/000090.jpg
000091.jpg,"The image shows a person with dark hair, wearing a dark suit with a white shirt and a patterned tie. The background includes various logos and text, such as 'VISION' and 'Guitar Hero'.",./experiments/prompt_0/000091.jpg
000092.jpg,"The image shows a person with blonde hair, wearing a patterned top. The background includes a banner with the text 'COLLEGE TELEVISION AWARDS' and some other partially visible text.",./experiments/prompt_0/000092.jpg
000093.jpg,A person with long hair wearing sunglasses.,./experiments/prompt_0/000093.jpg
000094.jpg,The image shows a person with blonde hair wearing a light-colored outfit. The background includes a banner with the text 'HUMAN RIGHTS CAMPAIGNS' and some other partially visible text and logos.,./experiments/prompt_0/000094.jpg
000095.jpg,The image shows a person wearing a white headband and a white shirt. The background appears to be a blue building with vertical lines.,./experiments/prompt_0/000095.jpg
000096.jpg,A person with curly hair is shown in the image.,./experiments/prompt_0/000096.jpg
000097.jpg,"The image shows a person with long, wavy hair. The hair is a mix of brown and blonde colors. The person is holding their hand near their face, with fingers slightly curled. The background is plain and light-colored, and there is a",./experiments/prompt_0/000097.jpg
000098.jpg,"The image shows a person with long, dark hair. The background is a warm, orange color with a textured pattern. The person is wearing a dark-colored top.",./experiments/prompt_0/000098.jpg
000099.jpg,"The image shows a person with long, wavy hair. The hair is brown with lighter highlights, and it appears to be styled in loose waves. The person is wearing a dark-colored top. The background is red with some black shapes, possibly indicating",./experiments/prompt_0/000099.jpg
000100.jpg,"The image shows a person with a blurred face, standing in front of a black background with some text and logos. The text includes 'AFI' and 'SAW'. The person has light-colored hair styled in an updo.",./experiments/prompt_0/000100.jpg
